rank,headword,part of speech,frequency,dispersion
3600,saadet,n,1061,0.86
3601,yadırga,v,1003,0.91
3602,imparator,n,1040,0.88
3603,büsbütün,adv,1052,0.87
3604,edebi,adj,1128,0.81
3605,öfkelen,v,1060,0.86
3606,çuval,n,1044,0.87
3607,demin,adv,1104,0.82
3608,hukuksal,adj,1159,0.78
3609,sancı,n,1011,0.90
3610,çinar,n,1051,0.86
3611,güvensizlik,n,994,0.91
3612,üfle,v,1056,0.86
3613,suikast,n,1140,0.79
3614,tanıklık,n,1038,0.87
3615,mermi,n,1109,0.81
3616,erk,n,1072,0.84
3617,referandum,n,1232,0.73
3618,ferman,n,1135,0.79
3619,kısmet,n,1053,0.85
3620,konakla,v,1165,0.77
3621,yazlık,n,1024,0.88
3622,faşist,n,1119,0.80
3623,belirginleş,v,1001,0.90
3624,özürlü,adj,1100,0.82
3625,yorgan,n,1068,0.84
3627,bahis,n,981,0.91
3628,hakiki,adj,1018,0.88
3629,sanayici,n,1211,0.74
3630,fışkır,v,1040,0.86
3631,kablo,n,1173,0.76
3632,tıbbi,adj,1023,0.87
3633,fasil,n,1094,0.82
3634,dengele,v,1027,0.87
3635,ilkin,adv,1024,0.87
3636,şimşek,n,1000,0.89
3637,forum,n,1316,0.68
3639,döngü,n,1057,0.84
3640,bağış,n,1000,0.89
3641,içtenlik,n,1010,0.88
3642,helal,n,1014,0.88
3643,mırılda,v,1099,0.81
3644,hadis,n,1463,0.61
3645,nakil,n,1007,0.88
3646,kupa,n,2252,0.39
3647,ender,adj,973,0.91
3648,mit,n,1135,0.78
3649,dokunulmazlık,n,1234,0.72
3650,marifet,n,974,0.91
3651,kokulu,adj,1040,0.85
3652,seans,n,1103,0.80
3653,karmaşa,n,970,0.91
3654,bitkisel,adj,1067,0.83
3655,doğuştan,adv,977,0.91
3656,kasıt,n,988,0.89
3657,fethet,v,986,0.90
3658,mahrum,adj,983,0.90
3659,incir,n,1006,0.88
3660,sporcu,n,1346,0.66
3661,boğa,n,1052,0.84
3662,esirge,v,954,0.92
3663,biçimlendir,v,1018,0.87
3664,ilkbahar,n,1090,0.81
3665,müteahhit,n,1133,0.78
3666,rezil,adj,1004,0.88
3667,ihracatçı,n,1424,0.62
3668,gösterici,n,1025,0.86
3669,boncuk,n,1033,0.85
3671,kürek,n,1040,0.84
3672,belgesel,n,1194,0.74
3673,amatör,n,1098,0.80
3674,kooperatif,n,1145,0.77
3675,maksimum,adj,1242,0.71
3676,zalim,adj,981,0.89
3677,delege,n,1131,0.77
3678,baci,n,1050,0.83
3679,suçluluk,n,1008,0.86
3680,cazip,adj,983,0.88
3681,yapıcı,n,953,0.91
3682,nota,n,1020,0.85
3683,mikrop,n,1076,0.81
3684,şah,n,968,0.89
3686,ayar,n,1202,0.72
3687,türban,n,1175,0.74
3688,motivasyon,n,1030,0.84
3689,katlet,v,988,0.88
3690,yıldönümü,n,995,0.87
3691,mesai,n,937,0.92
3692,saygın,adj,923,0.94
3693,kesinti,n,1030,0.84
3694,adaylık,n,1098,0.79
3695,kazanım,n,994,0.87
3697,edim,n,1149,0.75
3698,saltanat,n,994,0.87
3699,ilişkilendir,v,1001,0.86
3700,mizah,n,1089,0.79
3701,şuur,n,1060,0.81
3702,ekolojik,adj,1171,0.73
3703,mevzu,n,1007,0.85
3704,umursa,v,1000,0.86
3705,titizlik,n,924,0.93
3706,süslü,adj,974,0.88
3707,imtihan,n,1010,0.85
3708,itaat,n,1015,0.84
3709,öfkeli,adj,989,0.86
3711,devral,v,963,0.89
3712,bitim,n,981,0.87
3713,sonsuzluk,n,1012,0.84
3714,alıkoy,v,967,0.88
3715,yalanla,v,977,0.87
3716,cevher,n,1007,0.85
3717,ense,n,1000,0.85
3718,krallık,n,976,0.87
3719,burs,n,1001,0.85
3720,prenses,n,1067,0.80
3721,endüstriyel,n,1032,0.82
3722,keza,conj,982,0.86
3723,dijital,n,1140,0.74
3725,savcılık,n,1006,0.84
3726,sözgelimi,conj,979,0.86
3727,paragraf,n,962,0.88
3728,ispatla,v,921,0.92
3729,kurgula,v,1005,0.84
3730,mübarek,adj,980,0.86
3731,kayalık,n,989,0.85
3732,rehberlik,n,1111,0.76
3733,mikrofon,n,948,0.89
3734,eşsiz,adj,950,0.89
3735,fiilen,adv,976,0.86
3736,prova,n,1015,0.83
3737,biricik,adj,944,0.89
3738,hapset,v,918,0.92
3739,birazcık,det,978,0.86
3740,kararsız,adj,918,0.92
3741,duyumsa,v,1037,0.81
3742,komutanlık,n,1027,0.82
3743,istifade,n,984,0.85
3745,versiyon,n,946,0.89
3746,soykırım,n,1110,0.76
3747,kolej,n,935,0.90
3748,tüzel,adj,1063,0.79
3749,tutanak,n,992,0.84
3750,aktarım,n,1010,0.83
3751,salgi,n,1077,0.78
3752,minare,n,963,0.87
3754,planlı,adj,979,0.85
3755,sonuncu,adj,881,0.95
3756,yelpaze,n,935,0.89
3757,şişman,adj,972,0.86
3758,eksi,n,985,0.85
3759,meçhul,adj,956,0.87
3760,durgunluk,n,1042,0.80
3761,yengeç,n,1174,0.71
3762,gitgide,adv,935,0.89
3763,mini,adj,1082,0.77
3764,çağrışım,n,974,0.86
3765,samimiyet,n,915,0.91
3766,alışık,adj,917,0.91
3767,sadakat,n,910,0.91
3768,ustalık,n,966,0.86
3769,şüpheli,adj,925,0.90
3770,sömürge,n,978,0.85
3771,beste,n,1135,0.73
3772,etkileyici,adj,925,0.90
3773,uşak,n,964,0.86
3774,hizmetçi,n,982,0.84
3775,kronik,adj,1272,0.65
3776,kubbe,n,1125,0.73
3777,yelken,n,965,0.86
3778,irkil,v,1036,0.80
3779,yaya,n,928,0.89
3780,azot,n,1366,0.60
3781,köfte,n,1012,0.81
3782,imha,n,1026,0.80
3783,nazik,adj,931,0.88
3784,galeri,n,1100,0.75
3785,parametre,n,1231,0.67
3786,cüzdan,n,917,0.90
3787,aşın,v,912,0.90
3788,türbe,n,1018,0.81
3789,pilav,n,954,0.86
3790,sera,n,1357,0.60
3791,zahmet,n,918,0.89
3792,idrak,n,982,0.83
3793,yıpran,v,875,0.93
3794,lisan,n,898,0.91
3795,geyik,n,949,0.86
3796,bor,n,1004,0.81
3797,füze,n,1220,0.67
3798,sihirli,adj,913,0.89
3799,kumandan,n,999,0.82
3800,kımılda,v,987,0.83
3801,şahsi,adj,919,0.89
3802,hukukçu,n,965,0.84
3803,hiyerarşi,n,948,0.86
3804,seramik,n,1164,0.70
3805,iğrenç,adj,939,0.87
3806,nişanlı,adj,951,0.86
3807,iştirak,n,1017,0.80
3808,huzurlu,adj,933,0.87
3809,tahvil,n,1328,0.61
3810,sik,v/n,986,0.82
3811,biçimle,v,897,0.90
3812,bilişim,n,1177,0.69
3813,diplomatik,adj,1080,0.75
3814,yaban,n,899,0.90
3815,bedensel,adj,946,0.85
3816,pop,n,1051,0.77
3818,element,n,1256,0.64
3819,kıç,n,1004,0.80
3820,küre,n,966,0.83
3822,dürüstlük,n,873,0.92
3824,nöbetçi,n,932,0.86
3825,kot,n,1000,0.80
3826,berbat,adj,924,0.87
3827,teneke,n,947,0.85
3828,olimpiyat,n,1178,0.68
3829,yankı,n,886,0.91
3830,çanak,n,930,0.86
3831,tıkla,v,1438,0.56
3832,infaz,n,1017,0.79
3834,incecik,adj,993,0.81
3835,bilanço,n,1250,0.64
3836,turistik,adj,963,0.83
3837,sakallı,adj,926,0.86
3838,bilgili,adj,869,0.92
3839,haram,n,1040,0.77
3840,dekor,n,1053,0.76
3841,kalça,n,931,0.86
3842,bilinçlen,v,917,0.87
3843,donanma,n,961,0.83
3844,huzursuz,adj,915,0.87
3845,sicil,n,929,0.86
3846,müsait,adj,868,0.92
3847,patent,n,1042,0.76
3848,çivi,n,912,0.87
3849,talip,n,985,0.80
3850,bilinçaltı,n,922,0.86
3851,metro,n,915,0.86
3852,güçleş,v,900,0.88
3853,ivme,n,890,0.89
3854,fındık,n,920,0.86
3855,saçmala,v,946,0.83
3856,ismarla,v,886,0.89
3857,lobi,n,886,0.89
3858,töre,n,893,0.88
3859,sarsıntı,n,872,0.90
3861,sabun,n,890,0.88
3862,öngörü,n,1048,0.75
3863,istikamet,n,914,0.86
3864,sertlik,n,976,0.80
3865,skandal,n,923,0.85
3866,meyhane,n,932,0.84
3867,kesinleş,v,872,0.90
3868,gözetim,n,934,0.84
3869,dikey,adj,972,0.80
3870,gözlemci,n,904,0.87
3871,kuzen,n,977,0.80
3872,star,n,942,0.83
3873,rivayet,n,978,0.80
3874,orantılı,adj,846,0.92
3875,ebeveyn,n,972,0.80
3876,yedinci,adj,834,0.93
3877,komünizm,n,948,0.82
3878,karala,v,856,0.91
3879,gür,adj,882,0.88
3880,katla,v,860,0.91
3882,yaşar,v,895,0.87
3883,sertifika,n,1115,0.70
3884,haşla,v,913,0.85
3886,muzaffer,adj,865,0.90
3887,mükellef,n,1060,0.73
3889,güzelleş,v,870,0.89
3890,davul,n,930,0.83
3891,kil,n,1179,0.66
3892,köpük,n,884,0.88
3893,kusursuz,adj,861,0.90
3894,yoldaş,n,1010,0.77
3895,içgüdü,n,882,0.88
3896,imtiyaz,n,1073,0.72
3897,zat,n,922,0.84
3898,koro,n,955,0.81
3899,kıvran,v,903,0.86
3900,istikrarlı,adj,1012,0.76
3901,iyimser,adj,839,0.92
3902,dul,n,862,0.90
3903,himaye,n,1132,0.68
3904,naylon,n,873,0.88
3905,taksit,n,952,0.81
3906,saygınlık,n,843,0.91
3907,hayvancılık,n,913,0.84
3909,kodla,v,924,0.83
3910,iddialı,adj,935,0.82
3911,cansız,adj,855,0.90
3912,mahsus,posp,822,0.94
3913,mobil,adj,1708,0.45
3914,güdü,n,899,0.85
3915,biyoloji,n,934,0.82
3917,istekli,adj,938,0.82
3918,tövbe,n,900,0.85
3919,şükran,n,869,0.88
3920,maya,n,938,0.82
3921,tilki,n,1061,0.72
3922,marjinal,adj,1018,0.75
3923,litre,n,955,0.80
3924,poz,n,960,0.80
3925,mola,n,862,0.89
3926,saçmalık,n,862,0.89
3927,harekat,n,1163,0.66
3928,işlevsel,adj,918,0.83
3930,sulu,adj,960,0.79
3931,duyuru,n,896,0.85
3933,beter,adj,860,0.89
3934,bulanık,adj,1036,0.73
3935,palto,n,898,0.85
3936,konservatuvar,n,871,0.87
3937,modernlik,n,935,0.81
3939,işçilik,n,878,0.87
3940,asansör,n,868,0.88
3941,sahiplen,v,840,0.90
3942,irtibat,n,874,0.87
3943,onarım,n,893,0.85
3944,tus,n,927,0.82
3946,bildirim,n,902,0.84
3947,gölgele,v,872,0.87
3948,yenik,adj,868,0.87
3949,ergenlik,n,929,0.81
3950,fasulye,n,890,0.85
3951,görüntüle,v,1022,0.74
3952,fidan,n,888,0.85
3953,azarla,v,885,0.85
3954,örneklem,n,1165,0.65
3955,rönesans,n,894,0.84
3956,tapu,n,869,0.87
3957,formasyon,n,1118,0.67
3958,çürük,adj,863,0.87
3959,stat,n,1153,0.65
3960,taciz,n,849,0.89
3961,hatun,n,936,0.80
3962,derya,n,870,0.86
3963,davetli,adj,843,0.89
3964,yağla,v,929,0.81
3965,tertemiz,adj,849,0.88
3966,taviz,n,848,0.88
3967,rant,n,964,0.78
3968,yörünge,n,899,0.83
3969,salgın,n,989,0.76
3970,çatal,n,861,0.87
3971,sancak,n,899,0.83
3972,yüzleş,v,852,0.88
3973,nar,n,865,0.86
3974,mürekkep,n,838,0.89
3975,solu,v,878,0.85
3976,döküm,n,1013,0.74
3977,çimento,n,1435,0.52
3978,koz,n,863,0.86
3979,dengesizlik,n,881,0.85
3981,çalışkan,adj,819,0.91
3982,sakinleş,v,878,0.85
3983,cetvel,n,921,0.81
3984,filiz,n,852,0.87
3985,akrep,n,1020,0.73
3986,yetim,n,891,0.83
3987,başrol,n,920,0.81
3988,hile,n,818,0.91
3989,azıcık,det,884,0.84
3990,delir,v,822,0.91
3991,entegre,adj,920,0.81
3992,parçacık,n,1233,0.60
3993,sov,n,894,0.83
3994,asil,adj,811,0.91
3995,kavim,n,1013,0.73
3996,öznel,adj,910,0.81
3997,karbon,n,1182,0.63
3998,feryat,n,847,0.87
3999,eğitimci,n,898,0.82
4000,coşkun,adj,976,0.76
4001,esinle,v,864,0.85
4003,genelle,v,856,0.86
4004,süpür,v,820,0.90
4005,iskelet,n,888,0.83
4006,sembolik,adj,874,0.84
4007,başak,n,1074,0.69
4008,akciğer,n,1538,0.48
4009,akılcı,adj,802,0.92
4010,feodal,adj,945,0.78
4011,fis,n,926,0.79
4012,korsan,n,1005,0.73
4013,yazgi,n,868,0.85
4014,duygulan,v,808,0.91
4015,seyrek,adj,866,0.85
4016,musiki,n,918,0.80
4017,operatör,n,1256,0.58
4018,dürtü,n,856,0.86
4019,eksil,v,868,0.84
4020,gitar,n,917,0.80
4021,gezgin,n,885,0.83
4022,öküz,n,844,0.87
4023,saksi,n,946,0.77
4024,kılavuz,n,818,0.89
4025,tül,n,874,0.84
4026,biçimsel,adj,914,0.80
4027,görece,adv,877,0.83
4028,arıza,n,809,0.90
4030,muhtelif,adj,824,0.88
4031,manken,n,846,0.86
4032,durgun,adj,817,0.89
4033,oyunculuk,n,943,0.77
4035,kısmi,adj,860,0.84
4036,idrar,n,1173,0.62
4037,mutsuzluk,n,831,0.87
4038,uygar,adj,823,0.88
4039,parasız,adj,793,0.91
4040,manşet,n,846,0.86
4041,tatbik,n,822,0.88
4042,toptan,n,891,0.81
4043,eziyet,n,804,0.90
4044,dikiş,n,816,0.89
4046,reçete,n,807,0.90
4047,imal,n,953,0.76
4048,metafizik,n,1044,0.69
4049,uğultu,n,912,0.79
4050,mahcup,adj,834,0.87
4051,kabak,n,924,0.78
4052,doğra,v,1476,0.49
4053,taşıt,n,972,0.74
4054,teşekkül,n,864,0.83
4055,minimum,adj,997,0.72
4056,nispeten,adv,844,0.85
4057,ezber,n,797,0.90
4058,krem,n,912,0.79
4059,hipotez,n,956,0.75
4060,eksiksiz,adj,776,0.92
4061,genelge,n,852,0.84
4062,esin,n,979,0.73
4063,sorunlu,adj,770,0.93
4064,us,n,873,0.82
4065,asli,adj,851,0.84
4066,molla,n,931,0.77
4067,komedi,n,887,0.81
4068,çakmak,n,817,0.87
4069,tuzlu,adj,825,0.87
4070,nispet,n,853,0.84
4071,yankılan,v,861,0.83
4072,liberalizm,n,962,0.74
4073,bağıntı,n,1236,0.58
4074,okey,n,1089,0.65
4075,tekil,adj,920,0.77
4076,bulaşık,n/adj,808,0.88
4077,hayalet,n,820,0.87
4078,faşizm,n,848,0.84
4079,madalya,n,1234,0.58
4080,büyüle,v,813,0.87
4081,taşımacılık,n,954,0.74
4082,acemi,adj,796,0.89
4083,volkan,n,922,0.77
4084,teftiş,n,902,0.79
4085,yargıtay,n,974,0.73
4086,veyahut,conj,896,0.79
4088,simit,n,842,0.84
4089,radyasyon,n,919,0.77
4090,vezir,n,797,0.89
4091,gösterim,n,995,0.71
4092,istatistiksel,adj,1002,0.71
4093,durakla,v,779,0.91
4095,abartılı,adj,773,0.92
4096,lale,n,831,0.85
4097,ilgisiz,adj,768,0.92
4098,mertebe,n,836,0.84
4099,muazzam,adj,789,0.89
4100,yeterlilik,n,900,0.78
4101,deneyimli,adj,767,0.92
4102,icraat,n,815,0.86
4103,enfeksiyon,n,1906,0.37
4104,karga,n,848,0.83
4105,ceylan,n,789,0.89
4106,kentleş,v,930,0.76
4107,kesintisiz,adj,794,0.88
4108,dus,n,817,0.86
4109,yün,n,803,0.87
4110,mani,n,761,0.92
4111,otoriter,adj,802,0.87
4112,ödün,n,774,0.90
4113,manyak,adj,872,0.80
4114,anlatıcı,n,1145,0.61
4115,kravat,n,789,0.89
4116,cadı,n,862,0.81
4117,müşterek,adj,822,0.85
4118,çevrili,adj,766,0.91
4119,ortodoks,n,938,0.74
4120,nazaran,posp,801,0.87
4121,bürokratik,adj,810,0.86
4122,tetkik,n,806,0.86
4123,türev,n,943,0.74
4124,güz,n,875,0.80
4125,akıntı,n,806,0.86
4126,egzersiz,n,1056,0.66
4127,kıvrım,n,828,0.84
4128,hareketlen,v,779,0.89
4129,düzensiz,adj,807,0.86
4130,engelli,n,899,0.77
4131,tahliye,n,813,0.85
4132,merci,n,863,0.80
4133,sosyolojik,adj,823,0.84
4134,göçebe,n,855,0.81
4135,havlu,n,800,0.87
4136,dershane,n,821,0.84
4137,mütevazi,adj,764,0.91
4138,gardiyan,n,880,0.79
4139,peşin,adv,796,0.87
4140,yersiz,adj,754,0.92
4141,telafi,n,786,0.88
4142,nam,n,772,0.89
4143,uyuşmazlık,n,939,0.74
4144,ayin,n,817,0.84
4145,ateşli,adj,761,0.91
4146,gurbet,n,900,0.77
4147,lacivert,adj,834,0.83
4148,can,n,796,0.87
4149,kurbağa,n,879,0.78
4150,nazlı,adj,781,0.88
4151,isimlendir,v,837,0.82
4152,ansiklopedi,n,814,0.85
4154,beze,v,903,0.76
4155,bilinçsiz,adj,747,0.92
4156,inandırıcı,n,756,0.91
4157,bülbül,n,825,0.83
4158,sinifsal,adj,831,0.82
4159,vize,n,796,0.86
4160,sinsi,adj,797,0.86
4161,kafe,n,785,0.87
4162,fazilet,n,864,0.79
4163,fotoğrafçı,n,1041,0.66
4164,bıçakla,v,763,0.90
4165,yurtiçi,adj,982,0.70
4166,incit,v,795,0.86
4167,fevkalade,adj,761,0.90
4168,pil,n,1044,0.65
4170,serseri,adj,810,0.84
4171,güya,conj,754,0.91
4172,otla,v,788,0.87
4173,inisiyatif,n,811,0.84
4174,deneysel,adj,1005,0.68
4175,hiza,n,764,0.89
4177,karbondioksit,n,863,0.79
4178,lakin,conj,823,0.83
4179,pençe,n,786,0.87
4180,karaciğer,n,1023,0.66
4181,tok,adj,774,0.88
4182,fazlalık,n,767,0.89
4183,çabucak,adv,803,0.85
4184,papa,n,918,0.74
4185,alo,n,820,0.83
4186,sabırlı,adj,750,0.90
4187,umumi,adj,794,0.85
4188,kaplan,n,756,0.90
4189,kıvam,n,820,0.83
4190,zikret,v,797,0.85
4191,akarsu,n,830,0.82
4192,alfabe,n,753,0.90
4193,nemli,adj,842,0.80
4194,börek,n,802,0.84
4195,inanış,n,778,0.87
4196,karşı,adj,728,0.93
4197,sertleş,v,804,0.84
4198,ürkek,adj,816,0.83
4199,eşcinsel,adj,2086,0.32
4200,çekicilik,n,809,0.83
4201,suskunluk,n,801,0.84
4202,ıslah,n,911,0.74
4203,israrlı,adj,733,0.92
4204,ihtiva,n,824,0.82
4205,erozyon,n,1153,0.58
4206,kayık,n,876,0.77
4207,felç,n,814,0.83
4208,sapan,n,767,0.88
4209,kitlesel,adj,849,0.79
4210,karlı,adj,730,0.92
4211,sırıt,v,815,0.82
4212,akaryakıt,n,950,0.71
4213,fantezi,n,773,0.87
4214,cerrahi,adj,1089,0.62
4215,tutucu,adj,746,0.90
4216,yel,n,798,0.84
4217,ahir,n,832,0.80
4218,yatkın,adj,739,0.91
4219,tükür,v,763,0.88
4220,havale,n,818,0.82
4221,şen,adj,780,0.86
4223,stil,n,779,0.85
4224,ülkücü,n,1269,0.53
4225,jüri,n,745,0.89
4226,kutlu,adj,783,0.85
4227,anlamlandır,v,797,0.83
4228,kolektif,adj,794,0.84
4229,tuğla,n,806,0.82
4230,kentli,adj,800,0.83
4231,ergin,adj,905,0.73
4232,sempati,n,733,0.91
4235,kervan,n,760,0.87
4237,tep,v,809,0.82
4238,eklem,n,1104,0.60
4239,göreli,adj,719,0.92
4240,kromozom,n,1256,0.53
4241,bomboş,adj,777,0.85
4242,matbaa,n,778,0.85
4243,asistan,n,741,0.89
4244,tunç,n,796,0.83
4245,apaçık,adj,753,0.88
4246,israf,n,769,0.86
4247,giz,n,801,0.82
4248,telaffuz,n,733,0.90
4249,plaj,n,773,0.85
4250,cumhuriyetçi,n,908,0.73
4251,beşeri,adj,832,0.79
4252,bono,n,1089,0.61
4253,tertip,n,754,0.87
4254,zevkli,adj,748,0.88
4256,şeffaf,adj,720,0.91
4257,etiket,n,732,0.90
4258,optik,n,971,0.68
4259,yürekli,adj,756,0.87
4260,görgü,n,761,0.86
4261,kopuk,adj,724,0.91
4262,saman,n,741,0.89
4263,rütbe,n,747,0.88
4264,büz,v,813,0.80
4265,atfet,v,781,0.84
4266,magazin,n,759,0.86
4267,kısır,adj,706,0.93
4268,limit,n,875,0.75
4269,mühür,n,765,0.86
4270,cüce,n,945,0.69
4271,gazino,n,798,0.82
4272,orgeneral,n,929,0.70
4273,battaniye,n,751,0.87
4274,kolon,n,1061,0.62
4276,gözetle,v,732,0.89
4277,elektron,n,1287,0.51
4278,itici,adj,703,0.93
4279,beyanname,n,814,0.80
4280,bale,n,912,0.71
4281,yandaş,n,745,0.87
4282,diplomat,n,847,0.77
4283,dalgın,adj,826,0.79
4284,sadrazam,n,804,0.81
4285,onurlu,adj,720,0.90
4286,gizlilik,n,729,0.89
4287,karpuz,n,740,0.88
4288,rota,n,790,0.82
4289,enstrüman,n,789,0.82
4290,kayısı,n,762,0.85
4291,düdük,n,773,0.84
4292,kahramanlık,n,739,0.88
4293,fizyolojik,adj,833,0.78
4294,çarpık,adj,712,0.91
4295,ümmet,n,857,0.76
4296,adi,adj,700,0.93
4297,villa,n,731,0.89
4299,horoz,n,758,0.85
4300,erkeklik,n,769,0.84
4301,zamanlı,adj,752,0.86
4302,tiras,n,759,0.85
4303,refleks,n,756,0.85
4304,kumsal,n,772,0.84
4305,zeytinyağı,n,1049,0.61
4306,sitem,n,712,0.91
4307,postmodern,adj,866,0.74
4308,boşver,v,784,0.82
4309,iftira,n,743,0.87
4310,kümes,n,780,0.83
4312,komuta,n,794,0.81
4313,asi,adj,762,0.84
4314,dram,n,733,0.88
4315,istila,n,705,0.91
4316,numune,n,1024,0.63
4317,bataklık,n,729,0.88
4318,arena,n,714,0.90
4319,kir,n,896,0.71
4320,ayran,n,723,0.88
4321,dışsal,adj,720,0.89
4322,turuncu,adj,729,0.88
4323,sakıncalı,adj,703,0.91
4324,kemir,v,738,0.86
4325,üretken,adj,733,0.87
4326,siva,v,702,0.91
4327,format,n,767,0.83
4328,örgütlü,adj,782,0.81
4329,ray,n,790,0.80
4330,kalsiyum,n,966,0.66
4331,netleş,v,716,0.89
4332,hoşnut,adj,721,0.88
4333,cazibe,n,733,0.86
4334,tembel,adj,738,0.86
4335,muhterem,adj,773,0.82
4336,yardımlaş,v,737,0.86
4337,sehpa,n,786,0.80
4338,çınla,v,738,0.86
4339,matematiksel,adj,927,0.68
4341,düzenleyici,n,803,0.78
4342,altüst,adj,702,0.90
4344,karşılıksız,adj,738,0.85
4346,manevra,n,737,0.85
4347,grip,n,970,0.65
4348,ego,n,764,0.82
4349,jest,n,808,0.78
4350,sarmala,v,709,0.89
4351,yüzeysel,adj,729,0.86
4352,fıstık,n,754,0.83
4353,tabut,n,753,0.83
4354,doğalgaz,n,892,0.70
4355,sizi,n,737,0.85
4356,bülten,n,705,0.89
4357,aykırılık,n,813,0.77
4358,elmas,n,729,0.86
4359,kavramsal,adj,782,0.80
4360,kumanda,n,706,0.89
4361,atlı,n,715,0.87
4362,teras,n,739,0.84
4363,antlaşma,n,1005,0.62
4364,baca,n,699,0.89
4365,bozkır,n,718,0.87
4366,açmaz,n,689,0.90
4367,faz,n,1065,0.58
4368,birebir,adv,772,0.80
4369,alarm,n,728,0.85
4370,akşamüstü,n,746,0.83
4371,tanrıça,n,757,0.82
4372,örümcek,n,838,0.74
4374,nispi,adj,795,0.78
4375,vahim,adj,687,0.90
4376,doküman,n,784,0.79
4378,büyülü,adj,722,0.86
4379,kıpkırmızı,adj,770,0.80
4380,camia,n,892,0.69
4381,malik,n,759,0.82
4382,yayıncılık,n,810,0.76
4383,sabret,v,738,0.84
4384,ufacık,adj,730,0.85
4385,yayınevi,n,777,0.79
4387,kabine,n,794,0.78
4388,özveri,n,685,0.90
4389,tenkit,n,762,0.81
4391,özgürleş,v,710,0.87
4392,bucak,n,711,0.87
4393,ödünç,n,719,0.86
4394,kulis,n,735,0.84
4396,tekerlek,n,690,0.89
4397,nikah,n,752,0.82
4398,kurcala,v,697,0.88
4399,devinim,n,749,0.82
4400,ehliyet,n,662,0.93
4401,obje,n,817,0.75
4402,kapici,n,767,0.80
4403,ürkütücü,adj,697,0.88
4404,kibrit,n,725,0.84
4405,ikindi,n,740,0.83
4406,ikilem,n,686,0.89
4408,temellen,v,859,0.71
4409,yazarlık,n,748,0.82
4410,eleştirmen,n,895,0.68
4411,piknik,n,686,0.89
4412,papatya,n,723,0.84
4413,karikatür,n,756,0.81
4414,nizam,n,710,0.86
4415,gebe,n,701,0.87
4416,havza,n,794,0.77
4417,ferdi,adj,738,0.83
4418,nabız,n,724,0.84
4419,fosil,n,920,0.66
4420,kostüm,n,747,0.82
4421,bombardıman,n,757,0.80
4422,tüt,v,716,0.85
4423,oto,n,741,0.82
4424,ezgi,n,739,0.82
4425,mutabakat,n,736,0.83
4426,meşrutiyet,n,740,0.82
4427,bencil,adj,684,0.89
4428,latife,n,928,0.65
4429,doğulu,adj,691,0.88
4431,gülünç,adj,695,0.87
4432,acılı,adj,681,0.89
4433,kurtarıcı,n,669,0.91
4434,geometrik,adj,829,0.73
4435,nazır,n,744,0.81
4436,kaçıncı,n,692,0.87
4437,vagon,n,770,0.79
4438,patlak,adj,663,0.91
4439,sendrom,n,1096,0.55
4440,çingene,n,847,0.71
4441,çakıl,n,737,0.82
4442,özgüven,n,674,0.89
4443,sığınak,n,678,0.89
4444,çeşitle,v,707,0.85
4445,yöneticilik,n,735,0.82
4446,sistemli,adj,680,0.88
4447,kuvvetlen,v,666,0.90
4448,ışıklı,adj,700,0.86
4449,ruhsat,n,765,0.79
4450,güreş,n,940,0.64
4451,çizim,n,737,0.82
4452,zindan,n,694,0.87
4453,komplo,n,698,0.86
4454,yetkin,adj,686,0.88
4455,sağır,adj,681,0.88
4456,mistik,adj,715,0.84
4457,dirsek,n,711,0.84
4458,mobilya,n,742,0.81
4459,sakız,n,692,0.87
4460,lezzetli,adj,702,0.85
4461,uzam,n,849,0.70
4462,makas,n,684,0.87
4463,astsubay,n,1103,0.54
4464,kadife,adj,783,0.76
4465,abdest,n,795,0.75
4467,paketle,v,692,0.86
4468,muhit,n,694,0.86
4469,eğitimli,adj,670,0.89
4470,dinci,n,901,0.66
4471,aksaklık,n,684,0.87
4473,metropol,n,686,0.87
4474,paradigma,n,754,0.79
4475,terzi,n,687,0.87
4476,devşir,v,746,0.80
4477,hürmet,n,689,0.86
4478,yaşamsal,adj,681,0.87
4479,tahribat,n,659,0.90
4480,zümre,n,712,0.84
4481,yasadışı,adj,716,0.83
4482,kasap,n,830,0.72
4483,koloni,n,722,0.82
4484,düşünceli,adj,716,0.83
4485,vahşet,n,672,0.88
4486,anons,n,687,0.87
4487,nezaket,n,670,0.89
4488,rasgele,adv,668,0.89
4489,faks,n,679,0.88
4490,terfi,n,669,0.89
4491,serçe,n,767,0.77
4492,bilişsel,adj,866,0.69
4493,yatılı,adj,689,0.86
4494,yenilikçi,adj,724,0.82
4495,kaplumbağa,n,896,0.66
4496,ergen,n,729,0.81
4497,varlıklı,adj,652,0.91
4498,riskli,adj,687,0.86
4499,terlik,n,706,0.84
4500,kimsesiz,adj,699,0.85
4501,karne,n,677,0.87
4502,acıklı,adj,675,0.88
4503,irkçı,n,751,0.79
4504,fısıltı,n,732,0.81
4505,silk,v,720,0.82
4506,yudumla,v,708,0.83
4507,kazık,n,664,0.89
4508,yüklem,n,804,0.73
4509,yüksekokul,n,742,0.79
4510,periyod,n,871,0.68
4511,duraksa,v,709,0.83
4512,sarfet,v,653,0.90
4513,gayrimenkul,n,879,0.67
4514,ağıt,n,684,0.86
4515,çırılçıplak,adj,680,0.87
4516,tabela,n,674,0.87
4517,iletim,n,679,0.86
